,date,weather,summary,icon,temperature,feels_like,wind_chill,soil_temperature,dew_point,surface_temperature,pressure,cape,evaporation,irradiance,ozone,humidity,wind.speed,wind.gusts,wind.angle,wind.dir,cloud_cover.total,cloud_cover.low,cloud_cover.middle,cloud_cover.high,precipitation.total,precipitation.type
0,2023-06-09T00:00:00,sunny,Sunny,2,14.0,12.4,12.4,15.8,10.0,12.9,1017,0,0.01,0.0,365,76.0,5.4,9.4,53,NE,3,1,3,0,0.0,none
1,2023-06-09T01:00:00,sunny,Sunny,2,13.4,11.9,11.8,15.0,9.7,12.6,1017,0,0.01,0.0,366,78.0,5.1,9.2,52,NE,4,1,4,0,0.0,none
2,2023-06-09T02:00:00,mostly_sunny,Mostly sunny,3,12.9,11.4,11.2,14.4,9.5,12.4,1017,0,0.01,0.0,365,79.0,5.0,8.7,50,NE,12,4,10,0,0.0,none
3,2023-06-09T03:00:00,partly_sunny,Partly sunny,4,12.5,10.6,10.7,13.8,9.3,12.2,1017,0,0.01,0.0,362,80.0,4.9,8.3,50,NE,29,23,22,0,0.0,none
4,2023-06-09T04:00:00,partly_sunny,Partly sunny,4,12.3,10.4,10.5,13.5,9.1,12.4,1016,0,0.01,0.0,360,80.0,5.0,8.0,52,NE,26,16,25,0,0.0,none
5,2023-06-09T05:00:00,mostly_sunny,Mostly sunny,3,12.3,10.5,10.4,13.2,9.1,12.3,1016,0,0.02,8.1,359,80.0,5.0,7.9,54,NE,20,14,14,0,0.0,none
6,2023-06-09T06:00:00,mostly_sunny,Mostly sunny,3,12.2,10.6,10.4,13.0,9.2,12.6,1016,0,0.05,79.8,357,81.0,4.8,7.9,59,ENE,13,10,10,0,0.0,none
7,2023-06-09T07:00:00,sunny,Sunny,2,13.0,11.8,11.4,13.2,9.8,14.2,1016,0,0.12,202.9,356,80.0,4.8,8.5,63,ENE,6,4,5,0,0.0,none
8,2023-06-09T08:00:00,sunny,Sunny,2,14.4,13.3,13.2,13.9,10.4,16.6,1016,0,0.2,345.6,358,76.0,4.9,9.1,69,ENE,2,1,1,0,0.0,none
9,2023-06-09T09:00:00,sunny,Sunny,2,16.4,15.5,15.6,15.2,11.2,19.3,1016,0,0.31,498.0,358,71.0,4.9,9.1,73,ENE,0,0,0,0,0.0,none
10,2023-06-09T10:00:00,sunny,Sunny,2,18.5,17.9,18.2,16.8,12.1,22.3,1016,0,0.42,633.2,358,66.0,4.5,8.8,77,ENE,5,0,0,5,0.0,none
11,2023-06-09T11:00:00,sunny,Sunny,2,20.6,20.4,20.9,18.7,12.9,24.9,1016,0,0.53,741.3,358,61.0,4.3,8.8,75,ENE,6,0,0,6,0.0,none
12,2023-06-09T12:00:00,sunny,Sunny,2,22.7,22.8,23.5,20.5,14.2,26.5,1016,0,0.63,812.6,357,58.0,4.2,9.5,76,ENE,9,0,0,9,0.0,none
13,2023-06-09T13:00:00,sunny,Sunny,2,24.1,24.6,25.4,22.1,14.7,28.0,1016,2,0.68,820.8,356,55.0,4.2,10.7,71,ENE,4,0,1,3,0.0,none
14,2023-06-09T14:00:00,mostly_sunny,Mostly sunny,3,25.5,25.6,27.1,23.3,15.0,28.4,1015,16,0.66,732.8,356,52.0,4.7,10.8,70,ENE,17,2,14,3,0.0,none
15,2023-06-09T15:00:00,mostly_sunny,Mostly sunny,3,26.3,26.0,27.9,23.9,14.6,28.3,1015,20,0.52,525.9,355,48.0,5.1,10.6,69,ENE,12,1,11,2,0.0,none
16,2023-06-09T16:00:00,sunny,Sunny,2,26.6,26.5,28.4,23.8,14.8,27.3,1014,37,0.54,554.2,355,48.0,5.1,10.1,67,ENE,8,0,8,0,0.0,none
17,2023-06-09T17:00:00,rain_shower,Rain shower,13,26.9,26.7,28.7,23.8,15.0,26.7,1014,84,0.51,509.6,353,47.0,5.0,10.0,66,ENE,14,0,13,2,0.8,rain
18,2023-06-09T18:00:00,mostly_sunny,Mostly sunny,3,26.2,26.1,27.9,24.0,15.2,26.1,1014,86,0.34,349.5,352,50.0,5.1,9.3,62,ENE,15,0,15,0,0.0,none
19,2023-06-09T19:00:00,sunny,Sunny,2,25.9,25.7,27.4,23.3,15.4,24.2,1014,43,0.23,206.0,350,52.0,5.4,8.5,61,ENE,7,0,7,0,0.0,none
20,2023-06-09T20:00:00,sunny,Sunny,2,25.3,24.8,26.7,22.7,14.8,22.5,1014,4,0.19,112.8,348,52.0,5.7,10.0,64,ENE,7,0,7,0,0.0,none
21,2023-06-09T21:00:00,sunny,Sunny,2,24.0,23.1,25.0,22.2,14.3,20.9,1014,0,0.08,21.4,347,54.0,5.9,10.2,66,ENE,7,0,7,0,0.0,none
22,2023-06-09T22:00:00,sunny,Sunny,2,22.1,21.2,22.7,21.3,13.7,19.6,1015,0,0.04,0.0,346,58.0,5.8,9.9,71,ENE,5,0,5,0,0.0,none
23,2023-06-09T23:00:00,sunny,Sunny,2,20.6,19.6,20.7,19.8,13.2,18.9,1015,0,0.03,0.0,346,62.0,5.5,9.4,74,ENE,8,0,8,0,0.0,none
24,2023-06-10T00:00:00,sunny,Sunny,2,19.8,18.6,19.7,19.1,12.8,18.1,1015,0,0.03,0.0,342,64.0,5.8,9.0,78,ENE,9,0,9,0,0.0,none
25,2023-06-10T01:00:00,mostly_sunny,Mostly sunny,3,19.2,17.7,19.0,18.5,11.5,17.7,1015,1,0.03,0.0,341,61.0,5.6,8.9,85,E,11,0,11,0,0.0,none
26,2023-06-10T02:00:00,mostly_sunny,Mostly sunny,3,18.7,17.1,18.4,18.0,10.5,17.1,1016,2,0.03,0.0,341,58.0,5.3,8.7,88,E,13,0,13,0,0.0,none
27,2023-06-10T03:00:00,sunny,Sunny,2,18.0,16.6,17.6,17.4,10.3,16.7,1016,0,0.03,0.0,340,60.0,5.1,8.6,87,E,10,0,10,0,0.0,none
28,2023-06-10T04:00:00,sunny,Sunny,2,17.4,16.0,16.8,16.9,10.6,16.4,1016,1,0.03,0.0,340,64.0,5.1,8.5,85,E,8,0,8,0,0.0,none
29,2023-06-10T05:00:00,mostly_sunny,Mostly sunny,3,16.7,15.3,15.9,16.4,11.0,15.7,1016,0,0.03,7.9,340,69.0,5.1,8.6,84,E,13,0,13,0,0.0,none
30,2023-06-10T06:00:00,sunny,Sunny,2,16.7,15.6,16.0,16.6,11.5,15.8,1016,0,0.09,79.0,340,71.0,5.2,8.8,85,E,7,0,7,0,0.0,none
31,2023-06-10T07:00:00,sunny,Sunny,2,17.7,16.7,17.1,17.3,12.2,16.8,1016,0,0.16,205.4,340,70.0,5.2,9.2,87,E,10,0,7,3,0.0,none
32,2023-06-10T08:00:00,partly_sunny,Partly sunny,4,18.7,17.6,18.5,18.0,12.7,18.9,1017,0,0.27,352.7,340,67.0,5.2,9.6,86,E,23,0,6,17,0.0,none
33,2023-06-10T09:00:00,partly_sunny,Partly sunny,4,20.2,19.1,20.3,19.2,12.9,21.1,1017,0,0.38,501.3,341,62.0,5.2,9.6,86,E,23,0,3,20,0.0,none
34,2023-06-10T10:00:00,sunny,Sunny,2,21.7,21.3,22.3,20.5,13.1,23.5,1017,0,0.5,639.8,342,58.0,5.0,9.6,85,E,1,0,1,0,0.0,none
35,2023-06-10T11:00:00,sunny,Sunny,2,23.1,22.7,24.0,21.7,13.2,25.6,1017,0,0.61,749.7,342,53.0,5.0,9.9,81,E,0,0,0,0,0.0,none
36,2023-06-10T12:00:00,sunny,Sunny,2,24.7,24.4,25.9,22.9,13.7,27.2,1017,0,0.7,823.9,344,50.0,5.0,10.2,80,E,0,0,0,0,0.0,none
37,2023-06-10T13:00:00,sunny,Sunny,2,25.8,25.5,27.3,24.0,13.8,28.5,1017,0,0.76,833.8,344,47.0,5.0,10.2,76,ENE,0,0,0,0,0.0,none
38,2023-06-10T14:00:00,sunny,Sunny,2,26.9,26.5,28.7,24.9,13.6,29.2,1016,0,0.75,792.2,345,43.0,4.9,10.1,72,ENE,0,0,0,0,0.0,none
39,2023-06-10T15:00:00,sunny,Sunny,2,27.2,26.7,29.1,25.5,12.6,29.3,1016,0,0.74,758.6,346,40.0,4.9,9.7,66,ENE,0,0,0,0,0.0,none
40,2023-06-10T16:00:00,sunny,Sunny,2,27.2,26.2,29.1,25.9,11.8,28.6,1016,0,0.64,596.8,346,38.0,5.0,9.4,60,ENE,6,0,6,0,0.0,none
41,2023-06-10T17:00:00,sunny,Sunny,2,27.0,25.8,28.8,25.8,11.3,27.0,1016,0,0.58,539.7,346,37.0,5.1,9.3,54,NE,6,0,6,0,0.0,none
42,2023-06-10T18:00:00,sunny,Sunny,2,26.5,25.2,28.2,25.5,11.2,25.8,1015,0,0.45,399.9,346,38.0,5.2,9.3,50,NE,6,0,6,0,0.0,none
43,2023-06-10T19:00:00,sunny,Sunny,2,25.7,24.5,27.2,24.9,11.4,24.3,1015,0,0.32,256.2,346,40.0,5.2,9.1,49,NE,3,0,3,0,0.0,none
44,2023-06-10T20:00:00,sunny,Sunny,2,24.6,23.6,25.8,24.1,11.2,22.4,1015,0,0.19,120.3,346,43.0,5.0,8.5,50,NE,3,0,3,0,0.0,none
45,2023-06-10T21:00:00,sunny,Sunny,2,23.3,22.5,24.2,23.3,11.4,20.3,1016,0,0.08,24.1,346,47.0,4.8,8.1,53,NE,0,0,0,0,0.0,none
46,2023-06-10T22:00:00,sunny,Sunny,2,21.3,20.7,21.7,21.9,11.6,18.8,1016,0,0.03,0.0,347,54.0,4.6,7.7,60,ENE,1,0,1,0,0.0,none
47,2023-06-10T23:00:00,sunny,Sunny,2,19.7,19.4,19.8,20.1,11.8,18.1,1016,0,0.03,0.0,346,60.0,4.3,7.1,66,ENE,0,0,0,0,0.0,none
48,2023-06-11T00:00:00,sunny,Sunny,2,19.1,18.9,19.1,19.4,12.6,17.6,1017,3,0.02,0.0,345,65.0,4.4,6.5,68,ENE,4,0,4,0,0.0,none
49,2023-06-11T01:00:00,sunny,Sunny,2,18.5,18.6,18.4,18.5,12.7,17.5,1016,10,0.02,0.0,345,69.0,4.0,6.2,74,ENE,3,0,3,0,0.0,none
50,2023-06-11T02:00:00,sunny,Sunny,2,18.0,18.4,18.0,18.0,12.9,16.9,1016,14,0.02,0.0,344,71.0,3.7,6.0,83,E,1,0,1,0,0.0,none
51,2023-06-11T03:00:00,sunny,Sunny,2,17.5,17.9,17.3,17.2,12.9,16.7,1016,7,0.02,0.0,344,74.0,3.6,6.0,92,E,0,0,0,0,0.0,none
52,2023-06-11T04:00:00,sunny,Sunny,2,17.2,17.7,17.0,16.9,13.1,16.5,1016,0,0.01,0.0,345,76.0,3.6,5.9,99,E,0,0,0,0,0.0,none
53,2023-06-11T05:00:00,sunny,Sunny,2,17.0,17.6,16.8,16.7,13.2,16.2,1016,0,0.02,8.8,344,77.0,3.6,5.7,107,ESE,0,0,0,0,0.0,none
54,2023-06-11T06:00:00,sunny,Sunny,2,17.5,18.1,17.3,17.0,13.4,16.5,1016,1,0.06,82.4,344,77.0,3.6,5.8,112,ESE,0,0,0,0,0.0,none
55,2023-06-11T07:00:00,sunny,Sunny,2,19.0,19.5,19.1,17.8,14.0,18.4,1016,3,0.14,206.5,344,72.0,3.9,6.4,115,ESE,0,0,0,0,0.0,none
56,2023-06-11T08:00:00,sunny,Sunny,2,20.7,21.5,21.2,18.7,14.4,21.0,1016,10,0.25,353.8,344,67.0,3.8,6.8,116,ESE,0,0,0,0,0.0,none
57,2023-06-11T09:00:00,sunny,Sunny,2,22.4,23.4,23.3,20.0,14.8,23.7,1016,14,0.38,500.5,344,62.0,3.6,6.9,119,ESE,0,0,0,0,0.0,none
58,2023-06-11T10:00:00,sunny,Sunny,2,24.0,25.3,25.3,21.5,15.4,26.2,1016,49,0.5,632.5,344,58.0,3.5,7.2,116,ESE,0,0,0,0,0.0,none
59,2023-06-11T11:00:00,sunny,Sunny,2,25.6,27.0,27.2,23.2,16.0,28.4,1016,134,0.62,738.1,343,55.0,3.6,8.2,108,ESE,0,0,0,0,0.0,none
60,2023-06-11T12:00:00,sunny,Sunny,2,26.8,28.2,28.6,24.5,16.1,30.1,1016,163,0.73,809.9,343,52.0,3.5,9.6,100,E,3,0,3,0,0.0,none
61,2023-06-11T13:00:00,sunny,Sunny,2,27.5,28.2,29.4,25.2,15.3,30.3,1016,200,0.81,829.3,343,47.0,4.1,9.8,99,E,6,0,6,0,0.0,none
62,2023-06-11T14:00:00,partly_sunny,Partly sunny,4,28.1,27.4,30.2,25.8,13.9,30.5,1016,98,0.73,678.2,342,41.0,4.3,9.5,107,ESE,51,5,50,0,0.0,none
63,2023-06-11T15:00:00,partly_sunny,Partly sunny,4,28.3,27.4,30.5,26.0,12.7,29.0,1015,18,0.67,586.6,342,38.0,4.2,9.0,116,ESE,53,2,53,0,0.0,none
64,2023-06-11T16:00:00,partly_sunny,Partly sunny,4,28.4,27.5,30.6,25.7,11.9,27.9,1015,0,0.59,495.8,342,36.0,4.0,8.1,123,ESE,45,0,45,0,0.0,none
65,2023-06-11T17:00:00,partly_sunny,Partly sunny,4,28.4,27.8,30.6,25.5,11.9,26.7,1015,0,0.51,421.7,341,35.0,3.2,7.1,123,ESE,51,0,51,0,0.0,none
66,2023-06-11T18:00:00,partly_sunny,Partly sunny,4,28.4,28.5,30.6,25.4,12.3,26.5,1015,19,0.4,337.9,341,37.0,2.7,6.5,117,ESE,40,0,40,0,0.0,none
67,2023-06-11T19:00:00,partly_sunny,Partly sunny,4,28.0,28.5,30.1,25.4,13.1,24.9,1015,74,0.25,185.8,341,39.0,2.3,5.7,103,ESE,44,0,44,0,0.0,none
68,2023-06-11T20:00:00,partly_sunny,Partly sunny,4,27.4,28.2,29.5,25.3,14.0,24.2,1015,97,0.12,75.0,341,43.0,2.6,4.7,96,E,36,0,36,0,0.0,none
69,2023-06-11T21:00:00,partly_sunny,Partly sunny,4,25.6,26.2,27.2,24.6,13.7,22.6,1015,28,0.07,18.7,342,47.0,3.0,5.5,93,E,28,0,28,0,0.0,none
70,2023-06-11T22:00:00,partly_sunny,Partly sunny,4,23.9,23.7,25.1,23.4,12.8,20.7,1015,0,0.04,0.0,342,49.0,3.6,6.7,96,E,36,0,36,0,0.0,none
71,2023-06-11T23:00:00,partly_sunny,Partly sunny,4,22.8,22.0,23.6,22.2,12.1,20.6,1016,0,0.05,0.0,342,51.0,4.3,8.0,99,E,32,0,32,0,0.0,none
72,2023-06-12T00:00:00,partly_sunny,Partly sunny,4,22.3,20.9,23.0,21.2,11.3,20.1,1016,0,0.05,0.0,342,49.0,4.7,8.6,101,ESE,36,0,36,0,0.0,none
73,2023-06-12T01:00:00,partly_sunny,Partly sunny,4,21.8,20.2,22.3,20.6,11.0,20.2,1016,0,0.05,0.0,341,50.0,5.0,8.4,104,ESE,35,0,35,0,0.0,none
74,2023-06-12T02:00:00,partly_sunny,Partly sunny,4,21.0,19.5,21.4,20.0,10.9,19.8,1016,0,0.04,0.0,342,52.0,4.9,7.6,107,ESE,32,0,32,0,0.0,none
75,2023-06-12T03:00:00,partly_sunny,Partly sunny,4,19.9,18.5,20.0,19.5,10.9,19.1,1016,1,0.04,0.0,343,56.0,4.5,6.5,109,ESE,40,0,37,5,0.0,none
76,2023-06-12T04:00:00,partly_sunny,Partly sunny,4,18.7,17.4,18.7,18.6,11.0,18.3,1016,2,0.04,0.0,342,60.0,4.0,6.2,109,ESE,53,0,45,12,0.0,none
77,2023-06-12T05:00:00,partly_sunny,Partly sunny,4,17.9,16.6,17.8,17.9,11.0,18.0,1016,0,0.04,7.9,341,63.0,3.6,6.2,106,ESE,64,0,55,16,0.0,none
78,2023-06-12T06:00:00,partly_sunny,Partly sunny,4,17.4,16.4,17.2,17.6,11.2,17.6,1016,0,0.1,78.9,340,66.0,3.5,6.4,103,ESE,55,0,48,17,0.0,none
79,2023-06-12T07:00:00,partly_sunny,Partly sunny,4,18.6,18.1,18.7,18.5,11.8,18.5,1016,0,0.18,203.3,340,64.0,3.7,6.8,102,ESE,36,0,20,21,0.0,none
80,2023-06-12T08:00:00,partly_sunny,Partly sunny,4,20.5,20.3,21.0,19.8,12.2,20.4,1017,0,0.28,341.4,340,59.0,3.6,6.5,99,E,28,0,13,18,0.0,none
81,2023-06-12T09:00:00,mostly_sunny,Mostly sunny,3,22.3,22.3,23.2,21.0,12.1,22.7,1017,0,0.41,507.3,341,52.0,3.4,6.7,95,E,21,0,1,20,0.0,none
82,2023-06-12T10:00:00,partly_sunny,Partly sunny,4,24.2,24.0,25.5,22.5,12.1,25.8,1017,0,0.53,641.9,341,46.0,3.2,6.8,85,E,39,0,0,39,0.0,none
83,2023-06-12T11:00:00,partly_sunny,Partly sunny,4,25.6,25.2,27.2,23.7,11.4,28.0,1017,0,0.66,748.6,342,41.0,3.2,7.7,72,ENE,37,0,0,37,0.0,none
84,2023-06-12T12:00:00,partly_sunny,Partly sunny,4,25.8,24.5,27.4,24.5,10.2,28.8,1017,0,0.77,826.6,345,37.0,4.1,8.5,61,ENE,37,0,0,37,0.0,none
85,2023-06-12T13:00:00,partly_sunny,Partly sunny,4,26.1,24.6,27.7,25.1,9.5,29.2,1017,0,0.82,854.4,347,35.0,4.5,8.8,52,NE,24,0,0,24,0.0,none
86,2023-06-12T14:00:00,mostly_sunny,Mostly sunny,3,26.3,24.8,28.0,25.9,9.6,29.4,1016,0,0.83,838.8,348,34.0,4.7,8.8,47,NE,14,0,1,14,0.0,none
87,2023-06-12T15:00:00,partly_sunny,Partly sunny,4,26.6,25.0,28.4,26.5,9.5,29.4,1016,0,0.78,754.4,349,34.0,4.7,8.7,40,NE,32,0,6,27,0.0,none
88,2023-06-12T16:00:00,partly_sunny,Partly sunny,4,27.0,25.0,28.8,26.9,10.1,28.5,1015,0,0.72,671.3,349,34.0,4.9,8.9,29,NNE,43,0,6,39,0.0,none
89,2023-06-12T17:00:00,partly_sunny,Partly sunny,4,27.1,24.8,29.0,27.3,10.7,27.8,1015,4,0.57,502.9,349,35.0,5.5,8.9,21,NNE,47,0,10,41,0.0,none
90,2023-06-12T18:00:00,partly_sunny,Partly sunny,4,27.0,25.2,28.8,27.3,12.3,27.0,1015,29,0.44,372.3,349,40.0,5.9,8.8,22,NNE,32,0,10,24,0.0,none
91,2023-06-12T19:00:00,mostly_sunny,Mostly sunny,3,26.2,25.2,27.9,26.7,13.2,25.6,1014,65,0.3,204.4,349,44.0,5.5,9.0,26,NNE,16,0,1,15,0.0,none
92,2023-06-12T20:00:00,sunny,Sunny,2,25.4,24.7,26.8,25.7,12.9,23.6,1014,49,0.2,121.0,349,46.0,5.1,9.0,37,NE,6,0,6,0,0.0,none
93,2023-06-12T21:00:00,sunny,Sunny,2,24.5,23.8,25.7,24.7,11.9,21.9,1014,23,0.09,25.0,350,45.0,4.6,8.1,54,NE,7,0,7,0,0.0,none
94,2023-06-12T22:00:00,sunny,Sunny,2,23.0,22.1,23.9,23.1,10.5,20.5,1015,0,0.05,0.0,350,45.0,4.5,7.8,73,ENE,7,0,7,0,0.0,none
95,2023-06-12T23:00:00,sunny,Sunny,2,21.6,20.6,22.2,21.6,10.2,20.0,1015,0,0.05,0.0,350,48.0,4.6,7.9,86,E,8,0,8,0,0.0,none
96,2023-06-13T00:00:00,sunny,Sunny,2,21.0,19.3,21.3,20.8,9.5,19.4,1015,0,0.05,0.0,349,47.0,5.2,8.0,98,E,10,0,10,0,0.0,none
97,2023-06-13T01:00:00,sunny,Sunny,2,20.2,18.5,20.3,20.0,8.8,18.9,1015,0,0.04,0.0,350,47.0,5.0,7.7,101,ESE,5,0,4,1,0.0,none
98,2023-06-13T02:00:00,partly_sunny,Partly sunny,4,19.6,17.8,19.6,19.6,8.2,18.1,1015,0,0.04,0.0,350,47.0,4.5,7.1,100,E,22,0,7,16,0.0,none
99,2023-06-13T03:00:00,sunny,Sunny,2,18.1,16.9,17.9,18.5,8.3,17.4,1015,0,0.04,0.0,352,52.0,4.1,6.6,95,E,9,0,3,5,0.0,none
100,2023-06-13T04:00:00,sunny,Sunny,2,17.2,16.4,16.9,17.9,8.6,16.7,1015,0,0.03,0.0,353,56.0,3.8,6.7,86,E,2,0,2,0,0.0,none
101,2023-06-13T05:00:00,sunny,Sunny,2,16.2,15.4,15.6,17.1,8.8,16.2,1015,0,0.04,9.5,353,61.0,4.1,6.9,77,ENE,0,0,0,0,0.0,none
102,2023-06-13T06:00:00,sunny,Sunny,2,16.2,15.0,15.5,17.1,9.1,16.1,1015,0,0.1,86.8,353,62.0,4.5,7.0,78,ENE,1,0,0,1,0.0,none
103,2023-06-13T07:00:00,sunny,Sunny,2,17.5,16.3,17.0,17.9,9.6,17.4,1015,0,0.19,216.7,354,59.0,4.8,7.2,80,E,1,0,0,1,0.0,none
104,2023-06-13T08:00:00,mostly_sunny,Mostly sunny,3,19.4,18.1,19.4,19.1,10.0,19.7,1016,0,0.31,366.5,354,54.0,4.6,8.4,80,E,16,0,0,16,0.0,none
105,2023-06-13T09:00:00,partly_sunny,Partly sunny,4,21.0,19.7,21.5,20.4,10.3,22.2,1016,0,0.43,518.5,353,50.0,4.6,8.6,80,E,25,0,0,25,0.0,none
106,2023-06-13T10:00:00,sunny,Sunny,2,22.6,21.4,23.3,21.8,10.3,24.7,1016,0,0.56,656.6,354,45.0,4.6,9.5,73,ENE,8,0,0,8,0.0,none
107,2023-06-13T11:00:00,sunny,Sunny,2,23.7,22.4,24.7,23.0,10.5,26.6,1016,0,0.68,766.4,354,43.0,5.1,10.5,64,ENE,1,0,0,1,0.0,none
108,2023-06-13T12:00:00,sunny,Sunny,2,24.6,22.9,25.8,24.2,9.5,27.6,1016,0,0.79,838.6,353,38.0,5.5,11.1,61,ENE,1,0,0,1,0.0,none
109,2023-06-13T13:00:00,sunny,Sunny,2,25.0,23.0,26.3,25.1,9.4,28.3,1015,0,0.84,868.1,353,37.0,5.9,11.4,60,ENE,0,0,0,0,0.0,none
110,2023-06-13T14:00:00,sunny,Sunny,2,25.1,22.9,26.4,25.8,8.8,28.6,1015,0,0.84,852.0,354,35.0,5.9,11.7,56,NE,0,0,0,0,0.0,none
111,2023-06-13T15:00:00,sunny,Sunny,2,25.1,22.9,26.5,26.4,9.0,28.5,1015,0,0.8,792.6,355,35.0,5.9,12.1,51,NE,0,0,0,0,0.0,none
112,2023-06-13T16:00:00,sunny,Sunny,2,25.0,22.8,26.3,26.8,9.3,28.1,1015,0,0.73,694.2,356,36.0,6.0,12.7,44,NE,0,0,0,0,0.0,none
113,2023-06-13T17:00:00,sunny,Sunny,2,24.4,22.2,25.6,26.7,9.6,27.0,1014,0,0.62,565.0,357,38.0,6.2,12.9,38,NE,0,0,0,0,0.0,none
114,2023-06-13T18:00:00,sunny,Sunny,2,23.9,21.7,24.9,26.2,10.0,25.5,1014,0,0.49,417.0,357,41.0,6.4,12.7,36,NE,0,0,0,0,0.0,none
115,2023-06-13T19:00:00,sunny,Sunny,2,23.4,21.3,24.2,25.4,10.5,23.7,1014,0,0.35,264.2,357,44.0,6.3,11.8,35,NE,0,0,0,0,0.0,none
116,2023-06-13T20:00:00,sunny,Sunny,2,22.5,20.8,23.1,24.4,11.1,21.8,1014,0,0.21,126.1,356,48.0,6.1,10.7,36,NE,0,0,0,0,0.0,none
117,2023-06-13T21:00:00,sunny,Sunny,2,21.5,19.9,21.9,23.3,11.1,19.9,1014,0,0.09,26.7,356,51.0,5.9,10.1,41,NE,0,0,0,0,0.0,none
118,2023-06-13T22:00:00,sunny,Sunny,2,19.9,18.6,19.9,21.7,11.1,18.5,1015,0,0.03,0.0,357,56.0,5.5,9.3,46,NE,0,0,0,0,0.0,none
119,2023-06-13T23:00:00,sunny,Sunny,2,18.7,17.8,18.4,20.2,11.3,17.6,1015,0,0.03,0.0,358,62.0,5.0,8.3,49,NE,0,0,0,0,0.0,none
120,2023-06-14T00:00:00,sunny,Sunny,2,17.8,17.2,17.4,19.1,11.6,17.1,1016,0,0.03,0.0,356,67.0,4.6,8.2,55,NE,0,0,0,0,0.0,none
121,2023-06-14T01:00:00,sunny,Sunny,2,17.3,16.4,16.7,18.3,11.3,16.8,1016,0,0.03,0.0,356,68.0,4.9,8.4,64,ENE,0,0,0,0,0.0,none
122,2023-06-14T02:00:00,sunny,Sunny,2,16.6,15.5,15.9,17.5,10.6,16.5,1016,0,0.03,0.0,357,67.0,5.0,8.3,72,ENE,0,0,0,0,0.0,none
123,2023-06-14T03:00:00,sunny,Sunny,2,15.8,14.7,14.9,16.8,9.8,16.0,1016,0,0.03,0.0,358,67.0,4.8,7.7,78,ENE,0,0,0,0,0.0,none
124,2023-06-14T04:00:00,sunny,Sunny,2,15.3,14.2,14.3,16.4,9.6,15.5,1016,0,0.02,0.0,358,68.0,4.6,7.2,78,ENE,0,0,0,0,0.0,none
125,2023-06-14T05:00:00,sunny,Sunny,2,14.6,13.7,13.6,15.9,9.4,14.9,1016,0,0.03,9.5,358,70.0,4.2,7.0,76,ENE,0,0,0,0,0.0,none
126,2023-06-14T06:00:00,sunny,Sunny,2,14.5,13.8,13.5,15.7,9.6,14.8,1017,0,0.09,86.4,358,72.0,4.0,7.3,76,ENE,0,0,0,0,0.0,none
127,2023-06-14T07:00:00,sunny,Sunny,2,15.8,14.9,15.0,16.4,10.1,16.5,1017,0,0.17,214.4,358,68.0,4.4,8.1,76,ENE,3,0,0,3,0.0,none
128,2023-06-14T08:00:00,sunny,Sunny,2,17.5,16.3,17.0,17.5,9.8,18.8,1017,0,0.28,359.8,359,60.0,4.8,9.3,79,E,0,0,0,0,0.0,none
129,2023-06-14T09:00:00,sunny,Sunny,2,19.3,17.8,19.2,18.8,9.4,21.1,1018,0,0.41,507.6,359,52.0,5.1,9.6,84,E,0,0,0,0,0.0,none
130,2023-06-14T10:00:00,sunny,Sunny,2,21.0,19.5,21.3,20.3,9.2,23.5,1018,0,0.54,641.7,359,46.0,5.1,10.2,88,E,0,0,0,0,0.0,none
131,2023-06-14T11:00:00,sunny,Sunny,2,22.2,20.5,22.8,21.7,8.9,25.6,1018,0,0.67,750.0,359,42.0,5.3,10.8,91,E,0,0,0,0,0.0,none
132,2023-06-14T12:00:00,sunny,Sunny,2,23.1,21.3,24.0,23.0,8.6,26.8,1018,0,0.76,822.8,360,39.0,5.2,11.2,86,E,0,0,0,0,0.0,none
133,2023-06-14T13:00:00,sunny,Sunny,2,23.6,21.7,24.5,24.1,8.1,27.6,1018,0,0.8,853.4,358,37.0,5.3,11.5,74,ENE,0,0,0,0,0.0,none
134,2023-06-14T14:00:00,sunny,Sunny,2,23.7,21.7,24.7,24.9,8.5,28.0,1018,0,0.8,839.1,357,37.0,5.5,11.6,66,ENE,0,0,0,0,0.0,none
135,2023-06-14T15:00:00,sunny,Sunny,2,23.9,21.8,24.9,25.6,9.1,27.9,1018,0,0.76,780.2,357,38.0,5.8,11.4,66,ENE,0,0,0,0,0.0,none
136,2023-06-14T16:00:00,sunny,Sunny,2,23.7,21.9,24.7,25.7,9.1,27.3,1018,0,0.69,682.7,357,39.0,5.5,10.9,68,ENE,0,0,0,0,0.0,none
137,2023-06-14T17:00:00,sunny,Sunny,2,23.6,22.0,24.6,25.5,8.8,26.4,1018,0,0.6,556.0,356,38.0,5.0,10.2,67,ENE,0,0,0,0,0.0,none
138,2023-06-14T18:00:00,sunny,Sunny,2,23.5,22.2,24.5,25.2,8.7,25.3,1018,0,0.48,408.2,356,38.0,4.6,9.2,60,ENE,2,0,2,0,0.0,none
139,2023-06-14T19:00:00,sunny,Sunny,2,23.5,22.3,24.5,24.8,9.0,23.9,1018,0,0.33,255.0,356,39.0,4.5,8.1,47,NE,2,0,2,0,0.0,none
140,2023-06-14T20:00:00,sunny,Sunny,2,22.9,21.8,23.8,24.3,10.2,22.2,1018,0,0.21,122.9,356,44.0,4.8,9.2,40,NE,1,0,1,0,0.0,none
